timestamp,magn_x,magn_y,magn_z
23274,0.07994,0.39284,0.24458
23274,0.07994,0.39284,0.24458
23296,0.07994,0.39284,0.24458
23296,0.07994,0.39284,0.24458
23317,0.06356,0.36316,0.25522
23317,0.06356,0.36316,0.25522
23338,0.06356,0.36316,0.25522
23360,0.0364,0.34034002,0.24682
23360,0.0364,0.34034002,0.24682
23381,-0.00672,0.31458002,0.24066001
23381,-0.00672,0.31458002,0.24066001
23402,-0.00672,0.31458002,0.24066001
23402,-0.00672,0.31458002,0.24066001
23424,-0.04788,0.28476,0.21546
23424,-0.04788,0.28476,0.21546
23445,-0.04788,0.28476,0.21546
23445,-0.04788,0.28476,0.21546
23466,-0.07672,0.25382,0.19572
23488,-0.07672,0.25382,0.19572
23488,-0.07672,0.25382,0.19572
23509,-0.07672,0.25382,0.19572
23509,-0.07672,0.25382,0.19572
23530,-0.0917,0.16982001,0.16394
23530,-0.0917,0.16982001,0.16394
23552,-0.0917,0.16982001,0.16394
23552,-0.0917,0.16982001,0.16394
23573,-0.07672,0.1358,0.15596001
23573,-0.07672,0.1358,0.15596001
23594,-0.07672,0.1358,0.15596001
23616,-0.06244,0.0938,0.12726
23616,-0.06244,0.0938,0.12726
23637,-0.037100002,0.048860002,0.098280005
23637,-0.037100002,0.048860002,0.098280005
23658,-0.037100002,0.048860002,0.098280005
23658,-0.037100002,0.048860002,0.098280005
23680,-0.0217,0.00644,0.05404
23680,-0.0217,0.00644,0.05404
23701,-0.0217,0.00644,0.05404
23701,-0.0217,0.00644,0.05404
23722,-0.026320001,-0.024360001,-0.00504
23744,-0.0238,-0.03178,-0.052780002
23744,-0.0238,-0.03178,-0.052780002
23765,-0.0238,-0.03178,-0.052780002
23765,-0.0238,-0.03178,-0.052780002
23786,-0.0175,-0.03906,-0.122640006
23786,-0.0175,-0.03906,-0.122640006
23808,0.0161,-0.040740002,-0.18900001
23808,0.0161,-0.040740002,-0.18900001
23829,0.0161,-0.040740002,-0.18900001
23829,0.0161,-0.040740002,-0.18900001
23850,0.074200004,-0.01708,-0.25704
23872,0.074200004,-0.01708,-0.25704
23872,0.074200004,-0.01708,-0.25704
23893,0.17374,0.00364,-0.2912
23893,0.17374,0.00364,-0.2912
23914,0.17374,0.00364,-0.2912
23914,0.17374,0.00364,-0.2912
23936,0.25634,0.045780003,-0.30128002
23936,0.25634,0.045780003,-0.30128002
23957,0.36722,0.14154,-0.28574002
23957,0.36722,0.14154,-0.28574002
23979,0.36722,0.14154,-0.28574002
23979,0.36722,0.14154,-0.28574002
24000,0.39998,0.22260001,-0.28252
24021,0.39592,0.27496,-0.2933
24021,0.39592,0.27496,-0.2933
24042,0.39592,0.27496,-0.2933
24042,0.39592,0.27496,-0.2933
24064,0.39592,0.27496,-0.2933
24064,0.39592,0.27496,-0.2933
24085,0.39732,0.33054,-0.2793
24085,0.39732,0.33054,-0.2793
24106,0.39732,0.33054,-0.2793
24106,0.39732,0.33054,-0.2793
24128,0.40054002,0.36834002,-0.26768002
24149,0.36470002,0.39144,-0.29232
24149,0.36470002,0.39144,-0.29232
24171,0.33614,0.41356,-0.315
24171,0.33614,0.41356,-0.315
24192,0.33614,0.41356,-0.315
24192,0.33614,0.41356,-0.315
24213,0.28476,0.46060002,-0.32662
24213,0.28476,0.46060002,-0.32662
24234,0.28476,0.46060002,-0.32662
24234,0.28476,0.46060002,-0.32662
24256,0.28476,0.46060002,-0.32662
24277,0.28476,0.46060002,-0.32662
24277,0.28476,0.46060002,-0.32662
24298,0.28476,0.46060002,-0.32662
24298,0.28476,0.46060002,-0.32662
24320,0.15974,0.5579,-0.30394
24320,0.15974,0.5579,-0.30394
24341,0.15974,0.5579,-0.30394
24341,0.15974,0.5579,-0.30394
24362,0.17262,0.61404,-0.18998
24362,0.17262,0.61404,-0.18998
24384,0.17262,0.61404,-0.18998
24405,0.18718,0.62664,-0.116620004
24405,0.18718,0.62664,-0.116620004
24426,0.18718,0.62664,-0.116620004
24426,0.18718,0.62664,-0.116620004
24448,0.20300001,0.62552,-0.02996
24448,0.20300001,0.62552,-0.02996
24469,0.20804,0.60494,0.04004
24469,0.20804,0.60494,0.04004
24490,0.20804,0.60494,0.04004
24491,0.20804,0.60494,0.04004
24512,0.19222,0.56896,0.112560004
24533,0.18074,0.54348004,0.15232
24533,0.18074,0.54348004,0.15232
24554,0.18074,0.54348004,0.15232
24554,0.18074,0.54348004,0.15232
24576,0.1491,0.50386,0.18900001
24576,0.1491,0.50386,0.18900001
24597,0.1491,0.50386,0.18900001
24597,0.1491,0.50386,0.18900001
24618,0.13566001,0.46298,0.21994
24618,0.13566001,0.46298,0.21994
24640,0.13566001,0.46298,0.21994
24661,0.13216001,0.41160002,0.24234001
24661,0.13216001,0.41160002,0.24234001
24682,0.106400006,0.33516002,0.26222
24683,0.106400006,0.33516002,0.26222
24704,0.106400006,0.33516002,0.26222
24704,0.106400006,0.33516002,0.26222
